"UID","SITE_ID","DATE_COL","VISIT_NO","SITESAMP","UNIQUE_ID","DSGN_CYCLE","AG_ECO3","AG_ECO9","EPA_REG","EVAL_CAT","FED_NONFED","FS_EW","HUC2_NM","LAT_DD83","LON_DD83","MAJ_BAS_NM","MIS_BAS_NM","MISS_BASIN","OWN_NARS","PSTL_CODE","STRAH_CAT","URBN_NRS18","USFS","WGT_TP","XCOORD","YCOORD","ACID_COND","ANC_COND","BEDSED_COND","BENT_MMI_COND","CYLSPER_DETECT","CYLSPER_EPA_COND","ENT_1X_STV_COND","FISH_MMI_COND","HG_COND","INSTRMCVR_COND","MICX_DETECT","MICX_EPA_COND","NTL_COND","OE_COND","PTL_COND","RIPDIST_COND","RIPVEG_COND","SAL_COND","SALINITY_CLASS","YEAR","PUBLICATION_DATE"
2013327,"NRS18_IL_10025","08/22/2018","1","Y","NRS_IL-10089","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Upper Mississippi Region","39.5374773661621","-90.5777856361751","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","Non Federal","IL","RiversMajor","Non-Urban","Not_Forest_Service","278.114009965435","461548.700000011","241532.699999984","Good","None","Fair","Poor","Detected","At or Below Benchmark","At or Below Benchmark","Poor","At or Below Benchmark","Poor","Detected","At or Below Benchmark","Poor","OE<0.5","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2013328,"NRS18_TX_10003","08/22/2018","1","Y","NRS_TX-10119","2018-19","PLNLOW","CPL","Region_06","Target_Sampled","Federal","Not_USFS","Texas Region","31.9345346313549","-95.4333598840723","Rio Grande-Texas-Gulf Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","TX","RiversMajor","Non-Urban","Not_Forest_Service","277.692164541687","53331.3999999997","-622139.299999964","Good","None","Good","Fair","Detected","At or Below Benchmark","At or Below Benchmark","Fair","Above Benchmark","Good","Detected","At or Below Benchmark","Fair","O/E>=0.9","Fair","High","Poor","Good","Freshwater",2018,2022-01-31
2013329,"NRS18_OR_10028","08/22/2018","1","Y","NRS_OR-10615","2018-19","WMTNS","WMT","Region_10","Target_Sampled","Federal","Not_USFS","Pacific Northwest Region","42.4741200793008","-124.330090322724","Pacific Northwest Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","OR","RiversMajor","Non-Urban","Not_Forest_Service","185.142335112371","-2280671.00000006","899629.299999983","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Poor","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Poor","High","Good","Good","Freshwater",2018,2022-01-31
2013330,"NRS18_MO_10019","08/21/2018","1","Y","NRS_MO-10095","2018-19","EHIGH","SAP","Region_07","Target_Sampled","Federal","Not_USFS","Upper Mississippi Region","37.9139847408022","-90.8249962628891","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","Non Federal","MO","LargeStreams","Non-Urban","Not_Forest_Service","1884.43639555641","450430.90000001","58664.8199999956","Good","None","Good","Good","Not Detected","At or Below Benchmark","Above Benchmark","Good","Not Assessed","Fair","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Fair","Good","Freshwater",2018,2022-01-31
2013331,"NRS18_RI_10020","08/22/2018","1","Y","NRS_RI-10073","2018-19","EHIGH","NAP","Region_01","Target_Sampled","Federal","Not_USFS","New England Region","41.4165199248865","-71.7974859346177","New England Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","RI","RiversOther","Urban","Not_Forest_Service","24.2141522694592","1986045.40924122","693108.757902419","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Above Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2013333,"NRS18_WI_10032","08/23/2018","1","Y","NRS_WI-10180","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Upper Mississippi Region","43.5043621811373","-88.7185993675758","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","Non Federal","WI","SmallStreams","Non-Urban","Not_Forest_Service","1676.85558627266","585559.680652286","694679.551309208","Good","None","Poor","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Good","Low","Poor","Good","Freshwater",2018,2022-01-31
2013334,"NRS18_VT_10005","08/23/2018","1","Y","NRS_VT-10101","2018-19","EHIGH","NAP","Region_01","Target_Sampled","Federal","Not_USFS","New England Region","43.7929721901145","-72.6763118593699","New England Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","VT","RiversOther","Non-Urban","Not_Forest_Service","108.030531019517","1850877.00000005","932716.099999974","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Fair","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","High","Good","Good","Freshwater",2018,2022-01-31
2013335,"NRS18_MI_10013","08/23/2018","1","Y","NRS_MI-10097","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Great Lakes Region","42.7554625904354","-82.4939801374179","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","MI","LargeStreams","Urban","Not_Forest_Service","610.626156077997","1095389.00000003","666562.699999971","Good","None","Poor","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","At or Below Benchmark","Fair","Not Detected","At or Below Benchmark","Good","O/E<0.8","Good","High","Good","Good","Freshwater",2018,2022-01-31
2013336,"NRS18_FL_10333","08/23/2018","1","Y","NRS_FL-10210","2018-19","PLNLOW","CPL","Region_04","Target_Sampled","Federal","Not_USFS","South Atlantic-South Region","27.6430167970687","-81.1363151529028","South-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","FL","RiversOther","Non-Urban","Not_Forest_Service","186.093471014019","1467395.84683977","-983237.035571898","Good","None","Fair","Poor","Detected","At or Below Benchmark","At or Below Benchmark","Poor","Above Benchmark","Good","Detected","At or Below Benchmark","Poor","OE<0.5","Fair","Moderate","Poor","Good","Freshwater",2018,2022-01-31
2013337,"NRS18_WY_10027","08/22/2018","1","Y","NRS_WY-10417","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","44.8036911381267","-105.368456951893","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","WY","RiversOther","Non-Urban","Not_Forest_Service","76.4766255479513","-738658.300000021","853522.899999967","Good","None","Good","Good","Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","High","Fair","Fair","Slightly Saline",2018,2022-01-31
2013340,"NRS18_UT_10282","08/23/2018","1","Y","NRS_UT-10380","2018-19","WMTNS","WMT","Region_08","Target_Sampled","Non-Federal","West","Great Basin Region","40.7687167636815","-110.798249177147","Great Basin Region","Not Mississippi River Basin","Not_Mississippi_Basin","USFS","UT","LargeStreams","Non-Urban","Forest_Service","409.587472517216","-1233857.00611246","462565.226706427","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Good","Low","Good","Good","Freshwater",2018,2022-01-31
2013342,"NRS18_VA_10021","08/23/2018","1","Y","NRS_VA-10146","2018-19","PLNLOW","CPL","Region_03","Target_Sampled","Federal","Not_USFS","South Atlantic-North Region","36.9910343043037","-77.2744507599354","South-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","VA","RiversOther","Non-Urban","Not_Forest_Service","301.392141538977","1640389.85301003","105103.243191003","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Fair","O/E>=0.9","Fair","Low","Good","Good","Freshwater",2018,2022-01-31
2013343,"NRS18_GA_10025","08/22/2018","1","Y","NRS_GA-10155","2018-19","EHIGH","SAP","Region_04","Target_Sampled","Federal","Not_USFS","South Atlantic-West Region","34.6669067621162","-84.9421287850076","South-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","GA","LargeStreams","Non-Urban","Not_Forest_Service","959.678859299381","1002996.04150446","-258828.128580966","Good","None","Good","Fair","Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Good","O/E<0.8","Good","Low","Good","Good","Freshwater",2018,2022-01-31
2013344,"NRS18_WY_11306","08/23/2018","1","Y","NRS_WY-10550","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","44.6339234010626","-105.30497046836","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","WY","RiversOther","Non-Urban","Not_Forest_Service","76.4766255479513","-735516.701107815","834218.069014468","Good","None","Poor","Poor","Not Detected","At or Below Benchmark","Not Assessed","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","High","Fair","Fair","Freshwater",2018,2022-01-31
2013345,"NRS18_MI_10001","08/24/2018","1","Y","NRS_MI-10043","2018-19","PLNLOW","UMW","Region_05","Target_Sampled","Federal","Not_USFS","Great Lakes Region","42.5694989709306","-84.5927959598773","Great Lakes Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","MI","SmallStreams","Non-Urban","Not_Forest_Service","996.913343298005","928550.200000025","623604.899999978","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Good","Fair","Freshwater",2018,2022-01-31
2013346,"NRS18_TX_10034","08/23/2018","1","Y","NRS_TX-10284","2018-19","PLNLOW","CPL","Region_06","Target_Sampled","Federal","Not_USFS","Texas Region","31.8947458033373","-95.0910618162271","Rio Grande-Texas-Gulf Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","TX","LargeStreams","Non-Urban","Not_Forest_Service","714.546558270072","85589.6269176931","-626321.51121888","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Above Benchmark","Good","Not Detected","At or Below Benchmark","Fair","OE<0.5","Poor","Low","Good","Good","Freshwater",2018,2022-01-31
2013347,"NRS18_WY_10035","08/23/2018","1","Y","NRS_WY-10456","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Lower Missouri Region","42.9083997292983","-106.556856264698","Missouri Region","Lower Missouri Region","Mississippi_Basin","Non Federal","WY","SmallStreams","Non-Urban","Not_Forest_Service","918.793240340799","-855429.539543899","653244.733000037","Good","None","Poor","Poor","Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Poor","Not Detected","At or Below Benchmark","Good","OE<0.5","Good","Moderate","Good","Good","Freshwater",2018,2022-01-31
2013348,"NRS18_WY_11896","08/22/2018","1","Y","NRS_WY-10621","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Lower Missouri Region","42.8254103855932","-105.435003656991","Missouri Region","Lower Missouri Region","Mississippi_Basin","Non Federal","WY","RiversMajor","Non-Urban","Not_Forest_Service","76.4766255479513","-765760.848570583","634454.084280846","Good","None","Poor","Good","Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E<0.8","Good","High","Good","Good","Freshwater",2018,2022-01-31
2013349,"NRS18_WY_11908","08/22/2018","1","Y","NRS_WY-10633","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Lower Missouri Region","42.821520694113","-105.405741299619","Missouri Region","Lower Missouri Region","Mississippi_Basin","Non Federal","WY","RiversMajor","Non-Urban","Not_Forest_Service","76.4766255479513","-763436.58536595","633786.148805318","Good","None","Fair","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E<0.8","Good","Moderate","Good","Good","Freshwater",2018,2022-01-31
2013351,"NRS18_ID_10011","08/21/2018","1","Y","NRS_ID-10203","2018-19","WMTNS","WMT","Region_10","Target_Sampled","Federal","Not_USFS","Pacific Northwest Region","47.696447648031","-116.915278129351","Pacific Northwest Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","ID","RiversMajor","Urban","Not_Forest_Service","137.11492834275","-1568408.31600005","1311173.81099996","Good","None","Poor","Poor","Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Poor","Not Detected","At or Below Benchmark","Poor","OE<0.5","Good","High","Good","Good","Freshwater",2018,2022-01-31
2013352,"NRS18_ID_10035","08/22/2018","1","Y","NRS_ID-10390","2018-19","WMTNS","WMT","Region_10","Target_Sampled","Non-Federal","West","Pacific Northwest Region","48.8200187624521","-116.150027800736","Pacific Northwest Region","Not Mississippi River Basin","Not_Mississippi_Basin","USFS","ID","LargeStreams","Non-Urban","Forest_Service","1561.44235459735","-1485854.13996844","1419776.63005467","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","Moderate","Good","Good","Freshwater",2018,2022-01-31
2013353,"NRS18_MO_10031","08/24/2018","1","Y","NRS_MO-10143","2018-19","EHIGH","SAP","Region_07","Target_Sampled","Federal","Not_USFS","Lower Missouri Region","38.0149386278269","-91.7972169799141","Missouri Region","Lower Missouri Region","Mississippi_Basin","Non Federal","MO","LargeStreams","Non-Urban","Not_Forest_Service","1884.43639555641","365370.399786941","65793.3171772957","Good","None","Fair","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.8","Poor","Low","Fair","Fair","Freshwater",2018,2022-01-31
2013354,"NRS18_MO_10021","08/23/2018","1","Y","NRS_MO-10110","2018-19","EHIGH","SAP","Region_07","Target_Sampled","Federal","Not_USFS","Upper Mississippi Region","38.2813627398","-91.3765031280824","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","Non Federal","MO","RiversOther","Non-Urban","Not_Forest_Service","358.582831271548","400465.50000001","97318.439999993","Good","None","Poor","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Above Benchmark","Good","Not Detected","At or Below Benchmark","Fair","O/E<0.8","Fair","Low","Fair","Good","Freshwater",2018,2022-01-31
2013356,"NRS18_MO_10010","08/26/2018","1","Y","NRS_MO-10033","2018-19","EHIGH","SAP","Region_07","Target_Sampled","Federal","Not_USFS","Lower Missouri Region","38.24012139313","-91.8040480590284","Missouri Region","Lower Missouri Region","Mississippi_Basin","Non Federal","MO","RiversMajor","Non-Urban","Not_Forest_Service","358.582831271548","363662.900000008","90981.9599999944","Good","None","Fair","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Above Benchmark","Fair","Not Detected","At or Below Benchmark","Fair","O/E<0.8","Poor","Moderate","Fair","Good","Freshwater",2018,2022-01-31
2013357,"NRS18_WI_10021","08/27/2018","1","Y","NRS_WI-10122","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Upper Mississippi Region","42.722994792601","-88.3110741971132","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","Non Federal","WI","LargeStreams","Non-Urban","Not_Forest_Service","316.481499407715","625315.800000016","610275.499999972","Good","None","Fair","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Good","Low","Good","Good","Freshwater",2018,2022-01-31
2013358,"NRS18_WY_10029","08/27/2018","1","Y","NRS_WY-10421","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","44.0742265497036","-105.25459733156","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","WY","RiversOther","Non-Urban","Not_Forest_Service","76.4766255479513","-737611.80000002","771753.999999967","Good","None","Poor","Poor","Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","High","Fair","Poor","Slightly Saline",2018,2022-01-31
2013359,"NRS18_WY_10701","08/26/2018","1","Y","NRS_WY-10524","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","44.7168387409638","-105.039554983898","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","WY","LargeStreams","Non-Urban","Not_Forest_Service","159.379122334888","-713724.063036428","841384.821707496","Good","None","Poor","Poor","Detected","At or Below Benchmark","At or Below Benchmark","Poor","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","OE<0.5","Poor","Moderate","Poor","Poor","Slightly Saline",2018,2022-01-31
2013360,"NRS18_OK_10005","08/27/2018","1","Y","NRS_OK-10169","2018-19","PLNLOW","SPL","Region_06","Target_Sampled","Federal","Not_USFS","Arkansas-Red-White Region","35.7427806714003","-97.1959786725157","Arkansas-White-Red Region","Arkansas-White-Red Region","Mississippi_Basin","Non Federal","OK","LargeStreams","Non-Urban","Not_Forest_Service","280.099813965863","-107207.526713234","-196175.462724787","Good","None","Good","Good","Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Poor","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","Moderate","Good","Good","Freshwater",2018,2022-01-31
2013361,"NRS18_IN_10003","08/27/2018","1","Y","NRS_IN-10034","2018-19","EHIGH","SAP","Region_05","Target_Sampled","Federal","Not_USFS","Ohio Region","38.350947374002","-86.6183161492836","Ohio-Tennessee Region","Ohio-Tennessee Region","Mississippi_Basin","Non Federal","IN","SmallStreams","Non-Urban","Not_Forest_Service","1351.90853778212","810829.400000018","135429.499999996","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","OE<0.5","Good","Moderate","Good","Good","Freshwater",2018,2022-01-31
2013362,"NRS18_WY_10090","08/26/2018","1","Y","NRS_WY-10424","2018-19","WMTNS","XER","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","44.739664156563","-108.607171031349","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","WY","RiversOther","Non-Urban","Not_Forest_Service","188.430603238891","-993652.500000028","875962.199999967","Good","None","Good","Poor","Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","O/E<0.9","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2013363,"NRS18_WY_10076","08/27/2018","1","Y","NRS_WY-10339","2018-19","WMTNS","XER","Region_08","Target_Sampled","Non-Federal","Not_USFS","Upper Colorado Region","41.9662145235","-110.000726305441","Upper Colorado Region","Not Mississippi River Basin","Not_Mississippi_Basin","FWS","WY","RiversMajor","Non-Urban","Not_Forest_Service","188.430603238891","-1148180.00000003","585077.599999979","Good","None","Good","Fair","Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","Moderate","Poor","Good","Freshwater",2018,2022-01-31
2013364,"NRS18_WY_10014","08/24/2018","1","Y","NRS_WY-10333","2018-19","PLNLOW","NPL","Region_08","Target_Sampled","Federal","Not_USFS","Upper Missouri Region","44.695841021351","-106.338257856214","Missouri Region","Upper Missouri Region","Mississippi_Basin","Non Federal","WY","RiversOther","Non-Urban","Not_Forest_Service","76.4766255479513","-816138.600000023","849512.299999963","Good","None","Fair","Good","Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Fair","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","Moderate","Good","Good","Freshwater",2018,2022-01-31
2013366,"NRS18_WY_10068","08/27/2018","1","Y","NRS_WY-10489","2018-19","WMTNS","XER","Region_08","Target_Sampled","Federal","Not_USFS","Upper Colorado Region","41.9703940884795","-110.016862156588","Upper Colorado Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","WY","RiversMajor","Non-Urban","Not_Forest_Service","188.430603238891","-1149424.96266409","585735.140286235","Good","None","Good","Poor","Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Fair","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","High","Poor","Good","Freshwater",2018,2022-01-31
2013367,"NRS18_MO_10001","08/27/2018","1","Y","NRS_MO-10046","2018-19","PLNLOW","TPL","Region_07","Target_Sampled","Federal","Not_USFS","Upper Mississippi Region","39.2198723275566","-91.9211707175229","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","Non Federal","MO","LargeStreams","Non-Urban","Not_Forest_Service","1027.58174114624","348806.400000008","200253.699999992","Good","None","Good","Poor","Not Detected","At or Below Benchmark","Above Benchmark","Good","Not Assessed","Good","Detected","At or Below Benchmark","Fair","O/E<0.8","Poor","Low","Fair","Good","Freshwater",2018,2022-01-31
2013368,"NRS18_KS_10015","08/27/2018","1","Y","NRS_KS-10196","2018-19","PLNLOW","SPL","Region_07","Target_Sampled","Federal","Not_USFS","Lower Missouri Region","39.5762948733567","-98.5141465499908","Missouri Region","Lower Missouri Region","Mississippi_Basin","Non Federal","KS","SmallStreams","Non-Urban","Not_Forest_Service","512.088153322222","-213984.813773901","235542.919689989","Good","None","Good","Fair","Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Good","Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","High","Good","Good","Freshwater",2018,2022-01-31
2013369,"NRS18_IL_11565","08/27/2018","1","Y","NRS_IL-10157","2018-19","PLNLOW","TPL","Region_05","Target_Sampled","Federal","Not_USFS","Upper Mississippi Region","40.5768065938547","-89.293803858524","Upper Mississippi Region","Upper Mississippi Region","Mississippi_Basin","Non Federal","IL","RiversOther","Non-Urban","Not_Forest_Service","278.114009965435","562468.907942901","364664.415478908","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","At or Below Benchmark","Good","Not Detected","At or Below Benchmark","Fair","O/E>=0.9","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2013370,"NRS18_MA_10009","08/27/2018","1","Y","NRS_MA-10081","2018-19","EHIGH","NAP","Region_01","Target_Sampled","Federal","Not_USFS","New England Region","42.1789591174186","-72.3688788077524","New England Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","MA","RiversOther","Urban","Not_Forest_Service","52.3066969694262","1919145.00000005","763988.89999998","Good","None","Good","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Above Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2013371,"NRS18_ID_10023","08/23/2018","1","Y","NRS_ID-10303","2018-19","WMTNS","WMT","Region_10","Target_Sampled","Federal","Not_USFS","Pacific Northwest Region","48.26628187878","-116.860485933702","Pacific Northwest Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","ID","RiversOther","Non-Urban","Not_Forest_Service","137.11492834275","-1550682.00000005","1371604.99999996","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Above Benchmark","Good","Not Detected","At or Below Benchmark","Good","O/E<0.8","Good","Moderate","Fair","Good","Freshwater",2018,2022-01-31
2013372,"NRS18_FL_10011","08/27/2018","1","Y","NRS_FL-10135","2018-19","PLNLOW","CPL","Region_04","Target_Sampled","Federal","Not_USFS","South Atlantic-South Region","29.7539600233985","-82.9420556376683","South-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","FL","RiversMajor","Non-Urban","Not_Forest_Service","186.093471014019","1258343.00000002","-778120.399999949","Good","None","Good","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Good","Above Benchmark","Good","Not Detected","At or Below Benchmark","Poor","O/E>=0.9","Poor","Moderate","Good","Good","Freshwater",2018,2022-01-31
2013373,"NRS18_TX_10073","08/28/2018","1","Y","NRS_TX-10323","2018-19","PLNLOW","SPL","Region_06","Target_Sampled","Non-Federal","Not_USFS","Rio Grande Region","26.360214313732","-98.7956264806639","Rio Grande-Texas-Gulf Region","Not Mississippi River Basin","Not_Mississippi_Basin","FWS","TX","LargeStreams","Urban","Not_Forest_Service","400.651058148162","-281237.539894292","-1235346.83264222","Good","None","Poor","Fair","Detected","At or Below Benchmark","At or Below Benchmark","Good","Above Benchmark","Good","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","High","Fair","Poor","Slightly Saline",2018,2022-01-31
2013375,"NRS18_MO_10038","08/28/2018","1","Y","NRS_MO-10150","2018-19","PLNLOW","TPL","Region_07","Target_Sampled","Federal","Not_USFS","Lower Missouri Region","38.8335548058873","-91.5599184535894","Missouri Region","Lower Missouri Region","Mississippi_Basin","Non Federal","MO","RiversOther","Non-Urban","Not_Forest_Service","310.315828534709","381700.048271937","158386.470801035","Good","None","Fair","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Poor","Not Detected","At or Below Benchmark","Good","O/E>=0.9","Good","Low","Good","Good","Freshwater",2018,2022-01-31
2013376,"NRS18_NY_10022","08/28/2018","1","Y","NRS_NY-10103","2018-19","EHIGH","NAP","Region_02","Target_Sampled","Federal","Not_USFS","Mid-Atlantic Region","42.0127830940293","-75.77945712984","Mid-Atlantic Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","NY","RiversMajor","Urban","Not_Forest_Service","78.3403697307274","1650643.00000004","681828.099999982","Good","None","Fair","Fair","Not Detected","At or Below Benchmark","At or Below Benchmark","Poor","Above Benchmark","Poor","Not Detected","At or Below Benchmark","Fair","O/E<0.8","Fair","High","Fair","Good","Freshwater",2018,2022-01-31
2013377,"NRS18_IN_10498","08/28/2018","1","Y","NRS_IN-10106","2018-19","EHIGH","SAP","Region_05","Target_Sampled","Federal","Not_USFS","Ohio Region","38.6257451432784","-86.4267012865452","Ohio-Tennessee Region","Ohio-Tennessee Region","Mississippi_Basin","Non Federal","IN","LargeStreams","Non-Urban","Not_Forest_Service","794.740726443459","824237.023972887","167726.032263458","Good","None","Good","Poor","Not Detected","At or Below Benchmark","At or Below Benchmark","Fair","Not Assessed","Good","Not Detected","At or Below Benchmark","Poor","OE<0.5","Good","Moderate","Poor","Good","Freshwater",2018,2022-01-31
2013378,"NRS18_KS_10006","08/28/2018","1","Y","NRS_KS-10066","2018-19","PLNLOW","SPL","Region_07","Target_Sampled","Federal","Not_USFS","Lower Missouri Region","39.2879678663448","-97.4112631557545","Missouri Region","Lower Missouri Region","Mississippi_Basin","Non Federal","KS","SmallStreams","Non-Urban","Not_Forest_Service","512.088153322222","-120605.300000002","201294.599999985","Good","None","Good","Good","Not Detected","At or Below Benchmark","Above Benchmark","Good","Not Assessed","Good","Detected","At or Below Benchmark","Poor","O/E<0.9","Poor","High","Good","Good","Freshwater",2018,2022-01-31
2013379,"NRS18_WY_12347","08/28/2018","1","Y","NRS_WY-10653","2018-19","WMTNS","XER","Region_08","Target_Sampled","Federal","Not_USFS","Upper Colorado Region","42.2878954928238","-110.187743791636","Upper Colorado Region","Not Mississippi River Basin","Not_Mississippi_Basin","Non Federal","WY","RiversMajor","Non-Urban","Not_Forest_Service","188.430603238891","-1158052.29770086","622930.401804552","Good","None","Good","Good","Not Detected","At or Below Benchmark","At or Below Benchmark","Not Assessed","Not Assessed","Good","Detected","At or Below Benchmark","Good","O/E<0.9","Good","Moderate","Fair","Good","Freshwater",2018,2022-01-31
