PUBLICATION_DATE,UNIQUE_ID,WGT_TP,UID,SITE_ID,VISIT_NO,IND_DOMAIN,DSGN_CYCLE,PSTL_CODE,AG_ECO9,AG_ECO9_NM,AG_ECO3,AG_ECO3_NM,EPA_REG,MAJ_BASIN,MAJ_BAS_NM,MIS_BASIN,MIS_BAS_NM,MISS_BASIN,OWN_NARS,FED_NONFED,LAT_DD83,LON_DD83,XCOORD,YCOORD,AREA_CAT6,LAKE_ORGN,URBN_NLA22,URBN_NLA17,URBN_NLA07,FRAME07,FRAME12,FRAME17,TNT_CAT,ACID_COND,ATZ_DETECT,ATZ_EPA_COND_3.4,BENT_MMI_COND_2017,CHLA_COND,CYLSPER_DETECT,CYLSPER_EPA_COND,MICX_DETECT,MICX_EPA_COND,DIS_O2_CLS,PTL_COND,NTL_COND,TROPHIC_STATE,ENT_1X_STV_COND,DRAWDOWN_COND,DRAWDOWN_COND_2CAT_2017,RDIS_COND,LITRIPCVR_COND,LITCVR_COND,RVEG_COND,ZOOP_MMI_COND_2017,ANC_MDL,ANC_NARS_FLAG,ANC_RESULT,ATRAZINE_MDL,ATRAZINE_NARS_FLAG,ATRAZINE_RESULT,BFXHORIZDIST_DD,BFXVERTHEIGHT_DD,CHLA_MDL,CHLA_NARS_FLAG,CHLA_RESULT,COND_MDL,COND_NARS_FLAG,COND_RESULT,CYLSPER_MDL,CYLSPER_NARS_FLAG,CYLSPER_RESULT,DO_SURF,DOC_MDL,DOC_NARS_FLAG,DOC_RESULT,ENTEROCOCCI_NARS_FLAG,ENTEROCOCCI_RESULT,LitCvrQc3OE,LitRipCvrQc3OE,MICX_MDL,MICX_NARS_FLAG,MICX_RESULT,MMI_BENT,MMI_ZOOP_2017,NTL_MDL,NTL_NARS_FLAG,NTL_RESULT,PTL_MDL,PTL_NARS_FLAG,PTL_RESULT,RDis_IX,RVegQc3OE,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_RESULT
8/15/2024,NLA_IL-10017,46.11773902,2008092,NLA06608-0980,1,CORE,2007,IL,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Region_05,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,USFS,Federal,37.39303013,-88.68764163,640640.2261,12671.38428,"(20,50]",MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Not Assessed,Poor,NA,NA,Detected,At or Below Benchmark,Good,Poor,Poor,Hypereutrophic,NA,Small,Not Large,Good,Good,Good,Good,NA,NA,NA,875.51,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,120.4,NA,NA,NA,7,NA,NA,7.54,NA,NA,1.781540495,2.004869235,NA,NA,1.3,NA,NA,NA,H,0.923,NA,H,176,0,1.262595251,NA,H,8.645
8/15/2024,NLA_VT-10011,10.00017319,2008094,NLA06608-0982,1,CORE,2007,VT,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Region_01,H01,New England Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,44.44652025,-71.81189261,1899667.689,1020373.456,>50,NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Good,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Mesotrophic,NA,Medium,Not Large,Poor,Good,Good,Poor,NA,NA,NA,279.35,NA,NA,NA,NA,NA,NA,NA,2.08,NA,NA,57.62,NA,NA,NA,8.4,NA,NA,5.36,NA,NA,1.680023181,0.856285024,0.1,ND,NA,60.9,NA,NA,NA,0.248,NA,NA,6,0.75915493,0.568576013,NA,H,3.084
8/15/2024,NLA_OK-10035,197.7269367,2008095,NLA06608-0984,1,CORE,2007,OK,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Region_06,H11,Arkansas-Red-White Region,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,33.8853612,-94.9395246,97380.01381,-404077.334,"(10,20]",MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Good,Poor,NA,NA,Detected,At or Below Benchmark,Fair,Poor,Fair,Hypereutrophic,NA,Large,Large,Fair,Poor,Fair,Fair,NA,NA,NA,825.42,NA,NA,NA,NA,NA,NA,NA,32.64,NA,NA,105.3,NA,NA,NA,3.32,NA,H,6.25,NA,NA,0.599979284,0.541518147,NA,NA,0.11,54.6,NA,NA,NA,0.878,NA,NA,115,0.664864865,0.465672129,NA,H,2.731
8/15/2024,NLA_MS-10011,27.08208642,2008096,NLA06608-0986,1,CORE,2007,MS,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Region_04,H03,South Atlantic Gulf Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,31.30627821,-89.43517179,622213.4049,-670749.384,>50,MAN_MADE,NA,Urban,Urban,Include,Include,Include,Target,Good,NA,NA,Fair,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Mesotrophic,NA,Medium,Not Large,Poor,Poor,Fair,Poor,NA,NA,NA,168.19,NA,NA,NA,NA,NA,NA,NA,5.216,NA,NA,38.27,NA,NA,NA,6.98,NA,NA,3.14,NA,NA,0.522129123,0.402725485,0.1,ND,NA,45.7,NA,NA,H,0.186,NA,H,7,0.90990991,0.224533229,NA,H,1.906
8/15/2024,NLA_IN-10022,54.59052101,2008097,NLA06608-0987,1,CORE,2007,IN,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,41.5778835,-85.6635443,853792.7318,503373.9095,"(10,20]",NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Fair,Poor,NA,NA,Detected,At or Below Benchmark,Good,Fair,Poor,Hypereutrophic,NA,Medium,Not Large,Fair,Good,Good,Good,NA,NA,NA,2299.88,NA,NA,NA,NA,NA,NA,H,38.304,NA,NA,301.3,NA,NA,NA,8.033333333,NA,NA,12.8,NA,NA,0.888150367,1.386518945,NA,NA,0.68,44.5,NA,NA,H,1.8,NA,H,40,0.524561404,1.735279984,NA,H,4.862
8/15/2024,NLA_VA-10025,20.18115843,2008098,NLA06608-0989,1,CORE,2007,VA,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Region_03,H03,South Atlantic Gulf Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,37.12263436,-77.63606476,1606279.314,113392.4092,"(20,50]",MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Poor,Poor,NA,NA,Not Detected,At or Below Benchmark,Good,Poor,Poor,Hypereutrophic,NA,Large,Large,Fair,Fair,Good,Poor,NA,NA,NA,236.85,NA,NA,NA,NA,NA,NA,H,65.2,NA,NA,45.5,NA,NA,NA,5.86,NA,NA,6.04,NA,NA,1.085417458,0.684926408,0.1,ND,NA,9.7,NA,NA,H,0.856,NA,H,56,0.205172414,0.562019592,NA,H,2.783
8/15/2024,NLA_MN-10055,83.76460409,2008099,NLA06608-0990,1,CORE,2007,MN,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H07,Upper Mississippi Region,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,46.23642761,-94.33290643,128855.8167,977437.3435,>50,NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Fair,Poor,NA,NA,Not Detected,At or Below Benchmark,Good,Fair,Poor,Eutrophic,NA,Medium,Not Large,Poor,Poor,Poor,Poor,NA,NA,NA,2054.68,NA,NA,NA,NA,NA,NA,H,20.32,NA,NA,200.8,NA,NA,NA,9.633333333,NA,NA,7.29,NA,NA,0.242134571,0.240442439,0.1,ND,NA,43,NA,NA,H,0.96,NA,H,40,0.82654321,0.25449939,NA,H,4.164
8/15/2024,NLA_NY-10013,78.74575833,2008100,NLA06608-0993,1,CORE,2007,NY,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Region_02,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,44.1540395,-74.4447578,1704001.423,938790.614,>50,NATURAL,NA,Urban,Urban,Include,Include,Include,Target,Good,NA,NA,Not Assessed,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Fair,Oligotrophic,NA,Large,Large,Good,Good,Good,Good,NA,NA,NA,108.42,NA,NA,NA,NA,NA,NA,NA,0.528,NA,NA,29.65,NA,NA,NA,8.33,NA,H,3.21,NA,NA,2.159836011,1.675230449,0.1,ND,NA,NA,NA,NA,H,0.551,NA,L;H,1,0.168644068,1.511159313,NA,NA,4.495
8/15/2024,NLA_NH-10016,27.99756917,2008101,NLA06608-0994,1,CORE,2007,NH,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Region_01,H01,New England Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,43.14263278,-72.08689779,1914746.336,874029.9605,>50,NATURAL,NA,Urban,Urban,Include,Include,Include,Target,Fair,NA,NA,Good,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Mesotrophic,NA,Small,Not Large,Fair,Good,Good,Good,NA,NA,NA,47.86,NA,NA,NA,NA,NA,NA,NA,3.744,NA,NA,29.94,NA,NA,NA,7.6,NA,H,4.28,NA,NA,1.292545405,0.820520129,0.1,ND,NA,78,NA,NA,NA,0.214,NA,NA,5,0.661111111,0.821519843,NA,H,3.338
8/15/2024,NLA_NM-10015,7.651480823,2008102,NLA06608-0996,1,CORE,2007,NM,SPL,Southern Plains,PLNLOW,Plains and Lowlands,Region_06,H11,Arkansas-Red-White Region,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,36.47750345,-104.8975739,-788742.2949,-77617.34336,"(10,20]",MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Exclude,Target,Good,NA,NA,Good,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Mesotrophic,NA,Medium,Not Large,Fair,Good,Good,Poor,NA,NA,NA,1165.94,NA,NA,NA,NA,NA,NA,H,2.352,NA,H,712.3,NA,NA,NA,10.925,NA,NA,6.61,NA,NA,1.789692088,0.782184952,0.1,ND,NA,48.6,NA,NA,H,0.449,NA,H,9,0.694736842,0.145409112,NA,H,277.03
8/15/2024,NLA_VT-10012,30.39271295,2008103,NLA06608-0997,1,CORE,2007,VT,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Region_01,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,43.7347358,-73.1843614,1812891.577,916616.0431,"(20,50]",NATURAL,NA,Urban,Urban,Include,Include,Include,Target,Good,NA,NA,Good,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Oligotrophic,NA,Medium,Not Large,Poor,Poor,Fair,Fair,NA,NA,NA,1530.77,NA,NA,NA,NA,NA,NA,NA,1.504,NA,NA,200.3,NA,NA,NA,7.9,NA,NA,2.64,NA,NA,0.420981763,0.526827065,0.1,ND,NA,68.2,NA,NA,H,0.204,NA,H,4,0.791269841,0.624946144,NA,H,8.205
8/15/2024,NLA_SC-10007,129.9692913,2008105,NLA06608-1001,1,CORE,2007,SC,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Region_04,H03,South Atlantic Gulf Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,34.32022255,-80.62877799,1397544.639,-242744.6189,"(10,20]",MAN_MADE,NA,Urban,Urban,Include,Include,Include,Target,Fair,NA,NA,Good,Good,NA,NA,Not Detected,At or Below Benchmark,Not Assessed,Good,Good,Mesotrophic,NA,Small,Not Large,Fair,Fair,Good,Fair,NA,NA,S;H,11.77,NA,NA,NA,NA,NA,NA,NA,5.28,NA,S;H,17.19,NA,NA,NA,5.475,NA,S,5.81,NA,NA,0.682707346,0.612735202,0.1,ND,NA,61.4,NA,NA,S;H,0.416,NA,S;H,24,0.405882353,0.480411156,NA,S,0.671
8/15/2024,NLA_MT-10041,431.031461,2008106,NLA06608-1002,1,CORE,2007,MT,NPL,Northern Plains,PLNLOW,Plains and Lowlands,Region_08,H10,Missouri Region,H10U,Upper Missouri Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,47.6435577,-109.1837945,-994274.9522,1201121.474,"(4,10]",MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Poor,Good,NA,NA,Detected,At or Below Benchmark,Good,Poor,Fair,Oligotrophic,NA,Medium,Not Large,Fair,Fair,Fair,Fair,NA,NA,H,3595.06,NA,NA,NA,NA,NA,NA,NA,1.136,NA,H,2695,NA,NA,NA,12.075,NA,NA,17.81,NA,NA,0.490862682,0.516648716,NA,NA,0.33,24.9,NA,NA,H,1.536,NA,H,378,0.546907216,0.548811272,NA,H,1364.746
8/15/2024,NLA_MI-10034,32.85669193,2008107,NLA06608-1003,1,CORE,2007,MI,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,42.08123991,-86.21361091,802733.164,554582.1321,>50,NATURAL,NA,Urban,Urban,Include,Include,Include,Target,Good,NA,NA,Fair,Good,NA,NA,Detected,At or Below Benchmark,Good,Good,Good,Mesotrophic,NA,Small,Not Large,Poor,Poor,Poor,Poor,NA,NA,NA,532.94,NA,NA,NA,NA,NA,NA,NA,3.816,NA,NA,83.8,NA,NA,NA,7.933333333,NA,NA,5.62,NA,NA,0.017863119,8.40E-02,NA,NA,0.11,46.5,NA,NA,H,0.524,NA,H,12,0.901960784,0.12404172,NA,H,5.851
8/15/2024,NLA_VA-10026,480.5555556,2008108,NLA06608-1005,1,CORE,2007,VA,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Region_03,H02,Mid Atlantic Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,37.957157,-77.8815881,1567343.126,201100.5068,"(4,10]",MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Poor,Poor,NA,NA,Not Detected,At or Below Benchmark,Poor,Poor,Poor,Eutrophic,NA,Medium,Not Large,Fair,Good,Good,Good,NA,NA,NA,578.84,NA,NA,NA,NA,NA,NA,NA,22.88,NA,NA,75.16,NA,NA,NA,1.5,NA,NA,4.28,NA,NA,2.317030978,1.432164718,0.1,ND,NA,19.6,NA,NA,H,0.425,NA,H,40,0.586065574,1.007771576,NA,H,1.046
8/15/2024,NLA_ND-10039,15.23616153,2008109,NLA06608-1006,1,CORE,2007,ND,NPL,Northern Plains,PLNLOW,Plains and Lowlands,Region_08,H10,Missouri Region,H10U,Upper Missouri Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,47.2330995,-100.0594809,-308979.2395,1093289.523,>50,NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Fair,Poor,NA,NA,Detected,At or Below Benchmark,Good,Poor,Poor,Hypereutrophic,NA,Large,Large,Fair,Poor,Poor,Poor,NA,NA,NA,14541.12,NA,NA,NA,NA,NA,NA,NA,34.2,NA,NA,2095,NA,NA,NA,7.52,NA,NA,26.51,NA,NA,0.107589019,0.137255127,NA,NA,0.52,34.2,NA,NA,H,3.391,NA,H,278,0.366666667,0.177716305,NA,NA,475.44
8/15/2024,NLA_OH-10022,10.53738846,2008110,NLA06608-1007,1,CORE,2007,OH,TPL,Temperate Plains,PLNLOW,Plains and Lowlands,Region_05,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,38.934359,-83.7764875,1046854.509,228184.6936,>50,MAN_MADE,NA,Urban,Urban,Include,Include,Include,Target,Good,NA,NA,Good,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Eutrophic,NA,Small,Not Large,Poor,Fair,Good,Fair,NA,NA,NA,1721.99,NA,NA,NA,NA,NA,NA,NA,9.26,NA,NA,234.2,NA,NA,NA,9.166666667,NA,NA,5.45,NA,NA,1.073702163,0.654719669,0.1,ND,NA,49,NA,NA,H,0.479,NA,H,30,0.87654321,0.399648606,NA,H,19.672
8/15/2024,NLA_MT-10042,6.394281745,2008111,NLA06608-1008,1,CORE,2007,MT,NPL,Northern Plains,PLNLOW,Plains and Lowlands,Region_08,H10,Missouri Region,H10U,Upper Missouri Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,47.88139248,-112.3163074,-1223933.091,1263621.368,>50,MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Good,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Oligotrophic,NA,Large,Large,Fair,Fair,Fair,Fair,NA,NA,NA,2590.8,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,319.5,NA,NA,NA,7.7,NA,NA,1.8,NA,NA,0.47082334,0.435661746,0.1,ND,NA,47.2,NA,NA,H,0.086,NA,H,4,0.345918367,0.425510579,NA,H,38.581
8/15/2024,NLA_CT-10015,7.320366094,2008112,NLA06608-1010,1,CORE,2007,CT,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Region_01,H01,New England Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,41.4498596,-73.2891578,1865174.428,666501.8789,>50,MAN_MADE,NA,Urban,Urban,Include,Include,Include,Target,Good,NA,NA,Fair,Poor,NA,NA,Detected,At or Below Benchmark,Good,Poor,Poor,Eutrophic,NA,Large,Large,Fair,Good,Good,Fair,NA,NA,NA,2081.18,NA,NA,NA,NA,NA,NA,NA,22.72,NA,NA,323.1,NA,NA,NA,11.72,NA,NA,2.88,NA,NA,1.497062502,0.866833619,NA,NA,0.58,33,NA,NA,H,0.901,NA,H,38,0.427777778,0.777950332,NA,H,9.67
8/15/2024,NLA_MO-10025,50.63780115,2008113,NLA06608-1012,1,CORE,2007,MO,TPL,Temperate Plains,PLNLOW,Plains and Lowlands,Region_07,H10,Missouri Region,H10L,Lower Missouri Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,40.3920289,-93.8532315,180657.673,326152.8641,"(10,20]",MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Good,Good,NA,NA,Not Detected,At or Below Benchmark,Not Assessed,Fair,Fair,Eutrophic,NA,Small,Not Large,Poor,Fair,Good,Fair,NA,NA,S;H,2154.53,NA,NA,NA,NA,NA,NA,NA,7.19,NA,S,195.6,NA,NA,NA,NA,NA,S,8.47,NA,NA,0.655478796,0.524250626,0.1,ND,NA,40.2,NA,NA,S,0.88,NA,S,41,0.805660377,0.453796469,NA,S,1.042
8/15/2024,NLA_MI-10035,4.0830333,2008114,NLA06608-1014,1,CORE,2007,MI,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,42.581981,-83.8459894,988841.015,632523.2758,>50,NATURAL,NA,Urban,Urban,Include,Include,Include,Target,Good,NA,NA,Fair,Fair,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Eutrophic,NA,Small,Not Large,Poor,Poor,Poor,Poor,NA,NA,NA,2845.03,NA,NA,NA,NA,NA,NA,NA,9.813,NA,NA,683.3,NA,NA,NA,6.866666667,NA,H,7.65,NA,NA,0.281969325,0.365744048,0.1,ND,NA,39.7,NA,NA,NA,0.568,NA,NA,15,0.785057471,0.432618411,NA,NA,19.278
8/15/2024,NLA_IA-10021,10.49034654,2008115,NLA06608-1015,1,CORE,2007,IA,TPL,Temperate Plains,PLNLOW,Plains and Lowlands,Region_07,H07,Upper Mississippi Region,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,43.15573772,-94.65034846,109192.4165,634086.9717,>50,NATURAL,NA,Urban,Urban,Include,Include,Include,Target,Good,NA,NA,Fair,Poor,NA,NA,Detected,At or Below Benchmark,Good,Poor,Poor,Hypereutrophic,NA,Medium,Not Large,Fair,Fair,Poor,Fair,NA,NA,NA,2794.74,NA,NA,NA,NA,NA,NA,NA,66.24,NA,NA,394.2,NA,NA,NA,8,NA,NA,7.47,NA,NA,0.234631126,0.379656866,NA,NA,0.4,31.7,NA,NA,NA,1.704,NA,NA,77,0.688888889,0.522884115,NA,H,29.703
8/15/2024,NLA_OK-10036,29.07679882,2008116,NLA06608-1016,1,CORE,2007,OK,SPL,Southern Plains,PLNLOW,Plains and Lowlands,Region_06,H11,Arkansas-Red-White Region,H11,Arkansas-White-Red Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,35.8734491,-96.5565563,-49805.05564,-182073.731,"(20,50]",MAN_MADE,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Good,Poor,NA,NA,Not Detected,At or Below Benchmark,Fair,Poor,Fair,Eutrophic,NA,Large,Large,Fair,Good,Poor,Good,NA,NA,NA,1157.92,NA,NA,NA,NA,NA,NA,NA,21.44,NA,NA,273.1,NA,NA,NA,3.525,NA,NA,10.75,NA,NA,0.219735551,0.866407321,0.1,ND,NA,41,NA,NA,H,0.749,NA,H,69,0.364285714,1.315578276,NA,H,5.749
8/15/2024,NLA_MN-10056,274.4092472,2008117,NLA06608-1018,1,CORE,2007,MN,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,47.66784492,-90.98889692,378817.5266,1144715.084,"(20,50]",NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Good,Fair,NA,NA,Not Detected,At or Below Benchmark,Good,Fair,Poor,Eutrophic,NA,Small,Not Large,Good,Good,Good,Good,NA,NA,NA,315.03,NA,NA,NA,NA,NA,NA,NA,7.56,NA,NA,45.16,NA,NA,NA,5.583333333,NA,H,12.42,NA,NA,1.062498287,1.198044634,0.1,ND,NA,66.1,NA,NA,H,1.174,NA,H,36,0,1.343938918,NA,H,2.882
8/15/2024,NLA_ND-10040,52.24164289,2008118,NLA06608-1022,1,CORE,2007,ND,NPL,Northern Plains,PLNLOW,Plains and Lowlands,Region_08,H10,Missouri Region,H10U,Upper Missouri Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,47.1364529,-99.0594063,-233235.1994,1079755.503,"(10,20]",NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Poor,Poor,NA,NA,Detected,At or Below Benchmark,Fair,Poor,Poor,Hypereutrophic,NA,Large,Large,Poor,Poor,Fair,Poor,NA,NA,NA,7144.83,NA,NA,NA,NA,NA,NA,NA,138.24,NA,NA,1441,NA,NA,NA,4.588,NA,H,28.58,NA,NA,0.281037984,0.101297723,NA,NA,4.2,15.3,NA,NA,H,5.003,NA,H,553,0.923076923,3.09E-02,NA,H,448.272
8/15/2024,NLA_ND-10041,803.5125,2008119,NLA06608-1024,1,CORE,2007,ND,TPL,Temperate Plains,PLNLOW,Plains and Lowlands,Region_08,H09,Souris-Red-Rainy Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Tribal Land,Non-Federal,48.89570001,-99.71279981,-275447.3964,1275358.743,"(4,10]",NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Fair,Good,NA,NA,Not Detected,At or Below Benchmark,Fair,Good,Good,Mesotrophic,NA,Large,Large,Good,Good,Good,Good,NA,NA,NA,6774.81,NA,NA,NA,NA,NA,NA,NA,6.656,NA,H,690.8,NA,NA,NA,2.94,NA,H,24.01,NA,NA,2.296764276,1.425566206,0.1,ND,NA,36.2,NA,NA,H,0.439,NA,H,19,0.152597403,1.259419755,NA,H,59.913
8/15/2024,NLA_MI-10036,269.2651396,2008120,NLA06608-1034,1,CORE,2007,MI,UMW,Upper Midwest,PLNLOW,Plains and Lowlands,Region_05,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,42.7448541,-83.30902829,1029849.546,656274.8427,"(10,20]",NATURAL,NA,Urban,Urban,Include,Include,Include,Target,Good,NA,NA,Fair,Good,NA,NA,Not Detected,At or Below Benchmark,Good,Good,Good,Oligotrophic,NA,Medium,Not Large,Fair,Poor,Good,Poor,NA,NA,NA,3645.73,NA,NA,NA,NA,NA,NA,NA,1.984,NA,NA,631.2,NA,NA,NA,8.033333333,NA,NA,8.91,NA,NA,1.110456876,0.504110374,0.1,ND,NA,38.8,NA,NA,NA,0.563,NA,NA,5,0.580508475,0.216003684,NA,H,16.255
8/15/2024,NLA_IA-10022,9.526979389,2008121,NLA06608-1035,1,CORE,2007,IA,TPL,Temperate Plains,PLNLOW,Plains and Lowlands,Region_07,H07,Upper Mississippi Region,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,43.3058035,-94.6902385,105734.4029,650798.0182,>50,NATURAL,NA,Non-Urban,Non-Urban,Include,Include,Include,Target,Good,NA,NA,Poor,Poor,NA,NA,Detected,At or Below Benchmark,Good,Poor,Poor,Hypereutrophic,NA,Medium,Not Large,Fair,Good,Fair,Good,NA,NA,NA,2015.73,NA,NA,NA,NA,NA,NA,NA,255.6,NA,NA,411.4,NA,NA,NA,6,NA,NA,14.71,NA,NA,0.396347955,0.814702154,NA,NA,3.7,21.7,NA,NA,NA,4.348,NA,NA,160,0.588709677,1.175327275,NA,H,67.704
8/15/2024,NLA_KS-10028,36.4560119,2008122,NLA06608-1036,1,CORE,2007,KS,TPL,Temperate Plains,PLNLOW,Plains and Lowlands,Region_07,H10,Missouri Region,H10L,Lower Missouri Region,MISSISSIPPI_BASIN,Non Federal,Non-Federal,39.014845,-95.2899994,60906.38628,170015.2322,"(10,20]",NATURAL,NA,Urban,Urban,Include,Include,Include,Target,Good,NA,NA,Fair,Poor,NA,NA,Not Detected,At or Below Benchmark,Good,Poor,Good,Hypereutrophic,NA,Medium,Not Large,Poor,Good,Good,Good,NA,NA,H,2659.37,NA,NA,NA,NA,NA,NA,H,39.888,NA,NA,419.3,NA,NA,NA,6.94,NA,NA,5.09,NA,NA,1.065807166,1.063417111,0.1,ND,NA,37.9,NA,NA,H,0.856,NA,H,94,0.785786802,1.261426561,NA,NA,30.58
8/15/2024,NLA_NJ-10010,12.43285961,2008123,NLA06608-1037,1,CORE,2007,NJ,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Region_02,H02,Mid Atlantic Region,NMRB,Not Mississippi River Basin,NOT_MISSISSIPPI_BASIN,Non Federal,Non-Federal,40.306501,-74.1372052,1825980.559,525499.5832,>50,MAN_MADE,NA,Urban,Urban,Include,Include,Include,Target,Good,NA,NA,Good,Good,NA,NA,Not Detected,At or Below Benchmark,Not Assessed,Good,Good,Eutrophic,NA,Medium,Not Large,Fair,Fair,Fair,Good,NA,NA,NA,575.38,NA,NA,NA,NA,NA,NA,NA,10.56,NA,NA,241.5,NA,NA,NA,3.533333333,NA,H,3.28,NA,NA,0.473359847,0.639438253,0.1,ND,NA,62.3,NA,NA,NA,0.441,NA,NA,25,0.356097561,1.190305127,NA,H,15.842
